tid,cid,pid,q
2351,420,881,2
2351,420,984,1
2352,524,50,2
2352,524,77,1
2352,524,90,1
2352,524,199,2
2352,524,363,1
2352,524,451,2
2352,524,504,1
2352,524,680,1
2352,524,811,1
2352,524,843,1
2352,524,900,1
2352,524,916,1
2352,524,925,2
2353,4,30,2
2353,4,88,1
2353,4,182,2
2353,4,190,1
2353,4,261,2
2353,4,283,2
2353,4,342,1
2353,4,423,3
2353,4,532,2
2353,4,750,2
2353,4,847,2
2353,4,855,2
2353,4,957,2
2353,4,985,1
2354,230,48,2
2354,230,88,1
2354,230,125,2
2354,230,244,1
2354,230,311,2
2354,230,315,1
2354,230,388,1
2354,230,396,3
2354,230,409,1
2354,230,411,1
2354,230,417,3
2354,230,528,2
2354,230,582,1
2354,230,650,2
2354,230,675,3
2354,230,753,3
2354,230,801,3
2354,230,841,3
2354,230,916,1
2354,230,936,1
2354,230,1000,2
2355,757,21,2
2355,757,28,2
2355,757,30,1
2355,757,36,1
2355,757,40,1
2355,757,45,2
2355,757,74,1
2355,757,75,1
2355,757,93,1
2355,757,96,2
2355,757,102,1
2355,757,158,1
2355,757,189,1
2355,757,256,2
2355,757,267,1
2355,757,507,1
2355,757,519,1
2355,757,555,1
2355,757,557,1
2355,757,631,2
2355,757,700,2
2355,757,746,2
2355,757,747,3
2355,757,764,2
2355,757,804,4
2355,757,833,1
2355,757,917,1
2355,757,958,2
2355,757,1000,2
2356,5,23,2
2356,5,33,1
2356,5,48,2
2356,5,52,1
2356,5,71,1
2356,5,122,1
2356,5,159,2
2356,5,270,1
2356,5,279,2
2356,5,300,3
2356,5,377,1
2356,5,389,2
2356,5,405,1
2356,5,533,1
2356,5,578,1
2356,5,594,5
2356,5,704,2
2356,5,730,2
2356,5,863,4
2356,5,896,1
2356,5,959,3
2357,598,43,1
2357,598,68,2
2357,598,124,1
2357,598,180,1
2357,598,228,2
2357,598,268,1
2357,598,317,3
2357,598,359,1
2357,598,479,3
2357,598,621,1
2357,598,704,2
2357,598,727,1
2357,598,733,1
2357,598,920,1
2357,598,934,2
2357,598,967,1
2357,598,987,1
2358,154,2,2
2358,154,23,1
2358,154,177,1
2358,154,231,1
2358,154,240,1
2358,154,300,1
2358,154,411,2
2358,154,504,1
2358,154,516,2
2358,154,609,1
2358,154,702,2
2358,154,769,3
2358,154,869,1
2358,154,877,1
2358,154,1000,2
2359,80,67,2
2359,80,84,3
2359,80,106,1
2359,80,222,2
2359,80,249,2
2359,80,250,1
2359,80,287,1
2359,80,315,2
2359,80,353,1
2359,80,427,1
2359,80,466,1
2359,80,470,1
2359,80,474,2
2359,80,583,1
2359,80,614,4
2359,80,690,3
2359,80,709,1
2359,80,757,1
2359,80,830,1
2359,80,927,3
2359,80,960,1
2359,80,962,3
2359,80,992,3
2359,80,997,1
2360,529,217,3
2360,529,222,4
2360,529,240,2
2360,529,310,1
2360,529,372,1
2360,529,506,1
2360,529,519,1
2360,529,527,2
2360,529,599,1
2360,529,691,1
2360,529,694,3
2360,529,825,2
2360,529,905,1
2361,805,42,2
2361,805,126,3
2361,805,216,2
2361,805,310,2
2361,805,468,2
2361,805,637,1
2361,805,657,2
2361,805,688,1
2361,805,914,2
2362,721,10,1
2362,721,132,3
2362,721,136,2
2362,721,215,2
2362,721,221,2
2362,721,290,2
2362,721,301,2
2362,721,343,2
2362,721,358,1
2362,721,642,2
2362,721,657,2
2362,721,706,1
2362,721,765,2
2362,721,830,1
2362,721,889,3
2362,721,905,4
2362,721,917,2
2362,721,951,1
2362,721,1000,3
2363,345,3,1
2363,345,19,2
2363,345,28,2
2363,345,47,1
2363,345,62,1
2363,345,64,3
2363,345,69,1
2363,345,71,1
2363,345,78,1
2363,345,132,2
2363,345,214,2
2363,345,290,3
2363,345,298,2
2363,345,441,2
2363,345,478,2
2363,345,488,1
2363,345,499,1
2363,345,546,1
2363,345,584,2
2363,345,608,3
2363,345,611,1
2363,345,634,1
2363,345,635,1
2363,345,695,1
2363,345,701,1
2363,345,754,1
2363,345,769,1
2363,345,807,1
2363,345,851,1
2363,345,905,2
2364,293,37,4
2364,293,96,2
2364,293,181,2
2364,293,322,1
2364,293,333,1
2364,293,397,1
2364,293,459,1
2364,293,505,1
2364,293,626,1
2364,293,693,3
2364,293,695,2
2364,293,706,1
2364,293,792,2
2365,295,8,1
2365,295,298,2
2365,295,337,2
2365,295,442,1
2365,295,519,1
2365,295,554,1
2365,295,559,1
2365,295,562,2
2365,295,600,3
2365,295,647,2
2365,295,695,3
2365,295,812,1
2365,295,830,2
2365,295,850,3
2365,295,895,2
2366,972,15,3
2366,972,23,1
2366,972,27,1
2366,972,51,2
2366,972,115,2
2366,972,126,1
2366,972,189,1
2366,972,290,1
2366,972,352,1
2366,972,375,2
2366,972,389,3
2366,972,446,1
2366,972,495,1
2366,972,506,2
2366,972,552,4
2366,972,602,1
2366,972,624,2
2366,972,675,1
2366,972,706,1
2366,972,969,1
2366,972,985,2
2367,716,37,2
2367,716,118,2
2367,716,221,2
2367,716,320,2
2367,716,388,2
2367,716,394,1
2367,716,437,1
2367,716,498,1
2367,716,500,4
2367,716,525,1
2367,716,537,1
2367,716,552,2
2367,716,657,2
2367,716,840,3
2367,716,850,2
2368,653,8,1
2368,653,83,1
2368,653,87,1
2368,653,112,1
2368,653,114,2
2368,653,363,1
2368,653,479,1
2368,653,561,3
2368,653,705,4
2368,653,870,1
2369,428,5,1
2369,428,23,2
2369,428,37,1
2369,428,250,1
2369,428,278,2
2369,428,354,2
2369,428,477,2
2369,428,542,2
2369,428,551,1
2369,428,554,1
2369,428,668,2
2369,428,749,1
2369,428,798,1
2369,428,809,2
2369,428,814,2
2369,428,890,1
2370,953,6,1
2370,953,36,1
2370,953,48,1
2370,953,59,1
2370,953,71,2
2370,953,135,2
2370,953,136,2
2370,953,240,1
2370,953,249,3
2370,953,295,3
2370,953,320,1
2370,953,350,1
2370,953,355,1
2370,953,471,1
2370,953,526,1
2370,953,603,1
2370,953,618,2
2370,953,754,1
2370,953,809,1
2370,953,895,2
2370,953,925,2
2370,953,959,3
2371,105,17,2
2371,105,19,2
2371,105,31,2
2371,105,100,3
2371,105,171,1
2371,105,290,1
2371,105,386,1
2371,105,491,2
2371,105,568,1
2371,105,604,2
2371,105,662,3
2371,105,665,1
2371,105,820,1
2371,105,992,2
2372,504,56,3
2372,504,153,1
2372,504,177,1
2372,504,229,1
2372,504,303,3
2372,504,305,2
2372,504,333,1
2372,504,395,1
2372,504,416,2
2372,504,504,2
2372,504,543,1
2372,504,566,2
2372,504,608,1
2372,504,624,2
2372,504,662,2
2372,504,711,1
2372,504,772,2
2372,504,775,2
2372,504,778,3
2372,504,887,5
2373,686,72,1
2373,686,234,2
2373,686,271,1
2373,686,416,2
2373,686,438,1
2373,686,481,1
2373,686,595,1
2373,686,711,1
2373,686,882,2
2373,686,889,1
2373,686,890,1
2373,686,900,1
2374,470,36,1
2374,470,53,1
2374,470,82,2
2374,470,119,1
2374,470,122,1
2374,470,193,2
2374,470,383,1
2374,470,457,1
2374,470,522,1
2374,470,584,2
2374,470,705,1
2374,470,740,2
2374,470,935,2
2374,470,982,5
2374,470,997,1
2375,616,121,2
2375,616,142,1
2375,616,206,1
2375,616,221,1
2375,616,239,1
2375,616,291,1
2375,616,294,1
2375,616,301,3
2375,616,366,1
2375,616,372,2
2375,616,375,1
2375,616,400,2
2375,616,461,1
2375,616,590,2
2375,616,604,1
2375,616,610,1
2375,616,637,1
2375,616,673,1
2375,616,701,1
2375,616,766,1
2375,616,769,1
2375,616,775,1
2375,616,778,1
2375,616,781,2
2375,616,985,1
2376,942,23,2
2376,942,29,2
2376,942,86,1
2376,942,131,2
2376,942,201,1
2376,942,240,3
2376,942,313,1
2376,942,472,2
2376,942,479,1
2376,942,759,1
2376,942,778,1
2376,942,779,1
2376,942,929,1
2377,200,9,1
2377,200,56,3
2377,200,58,2
2377,200,77,2
2377,200,187,1
2377,200,258,1
2377,200,274,1
2377,200,301,3
2377,200,451,1
2377,200,463,2
2377,200,537,2
2377,200,544,4
2377,200,561,1
2377,200,587,1
2377,200,598,2
2377,200,688,5
2377,200,722,1
2377,200,788,1
2377,200,790,1
2377,200,812,3
2377,200,819,3
2377,200,862,3
2377,200,883,2
2378,882,31,2
2378,882,33,1
2378,882,53,3
2378,882,159,1
2378,882,221,4
2378,882,231,2
2378,882,356,2
2378,882,407,1
2378,882,451,2
2378,882,461,2
2378,882,537,1
2378,882,538,2
2378,882,545,1
2378,882,551,3
2378,882,561,1
2378,882,566,2
2378,882,617,2
2378,882,643,1
2378,882,651,2
2378,882,695,3
2378,882,708,1
2378,882,766,1
2378,882,775,1
2378,882,777,1
2378,882,797,1
2378,882,838,1
2378,882,954,2
2379,189,7,1
2379,189,72,1
2379,189,77,1
2379,189,155,1
2379,189,209,4
2379,189,379,2
2379,189,430,2
2379,189,488,2
2379,189,567,3
2379,189,661,1
2379,189,676,1
2379,189,795,1
2379,189,888,2
2379,189,902,1
2379,189,937,1
2379,189,984,2
2380,35,38,2
2380,35,44,2
2380,35,45,2
2380,35,118,2
2380,35,170,1
2380,35,185,2
2380,35,189,1
2380,35,233,1
2380,35,384,3
2380,35,463,1
2380,35,550,1
2380,35,582,2
2380,35,593,1
2380,35,604,1
2380,35,616,4
2380,35,776,1
2380,35,993,2
2381,263,35,1
2381,263,64,1
2381,263,67,1
2381,263,171,2
2381,263,190,1
2381,263,231,2
2381,263,290,1
2381,263,306,2
2381,263,324,1
2381,263,401,2
2381,263,411,2
2381,263,706,2
2381,263,794,2
2381,263,878,1
2381,263,999,4
2382,858,62,1
2382,858,77,2
2382,858,226,1
2382,858,320,1
2382,858,327,2
2382,858,395,2
2382,858,430,4
2382,858,444,2
2382,858,513,2
2382,858,521,3
2382,858,576,1
2382,858,600,1
2382,858,625,1
2382,858,680,1
2382,858,789,1
2382,858,841,1
2382,858,966,2
2383,972,44,1
2383,972,57,1
2383,972,72,3
2383,972,100,1
2383,972,101,1
2383,972,122,2
2383,972,127,3
2383,972,216,1
2383,972,225,1
2383,972,226,2
2383,972,249,1
2383,972,257,1
2383,972,296,1
2383,972,327,1
2383,972,342,4
2383,972,355,1
2383,972,358,1
2383,972,426,1
2383,972,433,1
2383,972,610,1
2383,972,688,3
2383,972,693,1
2383,972,789,2
2383,972,830,1
2383,972,851,2
2383,972,973,1
2384,993,27,2
2384,993,38,1
2384,993,156,1
2384,993,179,1
2384,993,208,3
2384,993,371,2
2384,993,457,1
2384,993,463,1
2384,993,742,2
2384,993,754,4
2384,993,912,1
2385,173,23,1
2385,173,359,4
2385,173,472,1
2385,173,478,3
2385,173,594,1
2385,173,665,2
2385,173,929,3
2385,173,939,1
2385,173,969,1
2386,816,23,1
2386,816,52,2
2386,816,66,4
2386,816,95,1
2386,816,159,2
2386,816,284,1
2386,816,326,1
2386,816,339,1
2386,816,361,2
2386,816,386,2
2386,816,424,1
2386,816,437,2
2386,816,531,2
2386,816,547,3
2386,816,582,2
2386,816,590,2
2386,816,633,1
2386,816,641,2
2386,816,643,1
2386,816,662,3
2386,816,678,1
2386,816,729,1
2386,816,809,3
2386,816,845,2
2386,816,913,1
2386,816,935,1
2386,816,937,2
2387,549,185,2
2387,549,195,3
2387,549,293,2
2387,549,354,2
2387,549,394,2
2387,549,423,1
2387,549,626,1
2387,549,647,2
2387,549,694,1
2387,549,910,1
2387,549,924,2
2387,549,996,3
2388,125,47,1
2388,125,170,2
2388,125,172,4
2388,125,176,2
2388,125,272,1
2388,125,274,1
2388,125,303,2
2388,125,431,1
2388,125,471,3
2388,125,615,3
2388,125,643,1
2388,125,660,2
2388,125,688,1
2388,125,691,2
2388,125,993,2
2389,531,34,1
2389,531,52,1
2389,531,56,5
2389,531,58,3
2389,531,60,1
2389,531,171,2
2389,531,221,3
2389,531,331,3
2389,531,398,2
2389,531,468,1
2389,531,493,2
2389,531,611,1
2389,531,656,1
2389,531,680,1
2389,531,710,1
2389,531,805,1
2389,531,878,1
2389,531,950,1
2390,11,17,1
2390,11,27,1
2390,11,67,2
2390,11,112,1
2390,11,123,2
2390,11,150,2
2390,11,165,1
2390,11,190,1
2390,11,236,2
2390,11,283,1
2390,11,285,2
2390,11,302,1
2390,11,418,1
2390,11,457,1
2390,11,468,2
2390,11,471,1
2390,11,609,3
2390,11,914,2
2390,11,934,1
2390,11,954,1
2391,855,124,1
2391,855,215,1
2391,855,228,4
2391,855,298,3
2391,855,345,1
2391,855,835,1
2391,855,863,1
2391,855,934,1
2391,855,997,1
2392,687,126,1
2392,687,169,1
2392,687,281,1
2392,687,375,2
2392,687,378,2
2392,687,443,1
2392,687,466,2
2392,687,493,2
2392,687,506,2
2392,687,610,3
2392,687,792,1
2392,687,851,2
2392,687,935,3
2392,687,942,1
2393,266,1,1
2393,266,60,1
2393,266,190,2
2393,266,218,1
2393,266,222,2
2393,266,230,1
2393,266,259,1
2393,266,264,1
2393,266,278,3
2393,266,287,1
2393,266,302,2
2393,266,330,2
2393,266,505,2
2393,266,513,1
2393,266,554,3
2393,266,663,4
2393,266,664,2
2393,266,677,1
2393,266,711,4
2393,266,712,2
2393,266,800,1
2393,266,969,2
2394,178,49,2
2394,178,57,2
2394,178,71,2
2394,178,137,1
2394,178,176,1
2394,178,235,1
2394,178,315,1
2394,178,325,1
2394,178,465,2
2394,178,477,3
2394,178,502,1
2394,178,685,1
2394,178,714,2
2394,178,742,2
2394,178,786,1
2394,178,847,1
2395,123,90,1
2395,123,114,2
2395,123,122,1
2395,123,171,1
2395,123,179,1
2395,123,305,1
2395,123,335,1
2395,123,378,1
2395,123,611,1
2395,123,683,1
2395,123,689,1
2395,123,709,1
2395,123,793,2
2395,123,822,1
2396,610,23,1
2396,610,95,4
2396,610,181,1
2396,610,265,1
2396,610,421,2
2396,610,439,2
2396,610,517,1
2396,610,584,3
2396,610,595,4
2396,610,830,1
2396,610,888,2
2396,610,959,2
2397,332,3,1
2397,332,27,1
2397,332,28,1
2397,332,74,5
2397,332,111,1
2397,332,142,1
2397,332,190,1
2397,332,222,4
2397,332,278,1
2397,332,290,2
2397,332,333,2
2397,332,346,1
2397,332,465,1
2397,332,488,1
2397,332,825,1
2397,332,958,1
2398,92,18,1
2398,92,30,1
2398,92,115,2
2398,92,137,2
2398,92,206,2
2398,92,234,1
2398,92,274,1
2398,92,285,1
2398,92,390,2
2398,92,410,2
2398,92,430,1
2398,92,437,3
2398,92,698,2
2398,92,782,2
2398,92,837,1
2398,92,845,3
2398,92,850,1
2398,92,878,1
2399,236,62,1
2399,236,120,1
2399,236,132,1
2399,236,190,2
2399,236,311,1
2399,236,312,1
2399,236,394,2
2399,236,488,2
2399,236,582,1
2399,236,623,2
2399,236,694,2
2399,236,698,1
2399,236,706,1
2399,236,711,1
2399,236,818,2
2399,236,830,2
2399,236,854,2
2400,816,36,2
2400,816,40,1
2400,816,151,1
2400,816,180,1
2400,816,228,1
2400,816,238,1
2400,816,280,1
2400,816,378,3
2400,816,432,2
2400,816,439,1
2400,816,491,1
2400,816,543,4
2400,816,598,1
2400,816,628,1
2400,816,647,2
2400,816,773,1
2400,816,817,2
2400,816,825,1
2400,816,828,1
2400,816,886,2
2400,816,905,2
2400,816,916,1
2400,816,941,2
2400,816,974,1
2400,816,979,2
2401,228,11,2
2401,228,105,2
2401,228,123,1
2401,228,139,2
2401,228,162,2
2401,228,180,1
2401,228,184,2
2401,228,298,1
2401,228,409,2
2401,228,431,1
2401,228,489,1
2401,228,498,1
2401,228,519,2
2401,228,555,1
2401,228,615,3
2401,228,661,2
2401,228,665,2
2401,228,668,3
2402,17,65,1
2402,17,88,2
2402,17,106,1
2402,17,167,3
2402,17,170,1
2402,17,188,2
2402,17,190,1
2402,17,268,2
2402,17,288,1
2402,17,460,1
2402,17,496,1
2402,17,538,1
2402,17,560,2
2402,17,584,2
2402,17,620,2
2402,17,738,1
2402,17,771,3
2402,17,876,2
2402,17,935,2
2403,353,58,1
2403,353,66,1
2403,353,74,2
2403,353,77,2
2403,353,118,1
2403,353,173,1
2403,353,302,3
2403,353,318,1
2403,353,584,4
2403,353,786,2
2403,353,800,3
2403,353,817,3
2403,353,833,1
2403,353,929,1
2403,353,959,2
2404,58,36,1
2404,58,45,3
2404,58,90,1
2404,58,116,1
2404,58,155,4
2404,58,165,1
2404,58,188,1
2404,58,201,2
2404,58,225,2
2404,58,261,1
2404,58,295,1
2404,58,322,2
2404,58,327,1
2404,58,390,1
2404,58,455,3
2404,58,543,1
2404,58,563,3
2404,58,712,1
2404,58,722,3
2404,58,757,2
2404,58,769,3
2404,58,792,1
2404,58,827,2
2404,58,916,1
2405,52,6,2
2405,52,16,2
2405,52,68,1
2405,52,93,2
2405,52,209,3
2405,52,260,2
2405,52,330,1
2405,52,391,2
2405,52,394,2
2405,52,423,3
2405,52,457,1
2405,52,509,1
2405,52,513,1
2405,52,526,2
2405,52,584,1
2405,52,615,1
2405,52,622,3
2405,52,647,2
2405,52,690,1
2405,52,846,1
2405,52,989,1
2405,52,999,1
2406,870,47,3
2406,870,49,1
2406,870,90,3
2406,870,121,3
2406,870,126,1
2406,870,134,2
2406,870,206,1
2406,870,363,1
2406,870,399,1
2406,870,401,1
2406,870,402,3
2406,870,405,2
2406,870,435,2
2406,870,453,2
2406,870,519,2
2406,870,647,2
2406,870,650,1
2406,870,677,2
2406,870,771,4
2406,870,778,2
2406,870,875,2
2406,870,886,1
2407,223,42,1
2407,223,50,1
2407,223,56,2
2407,223,77,1
2407,223,124,1
2407,223,272,2
2407,223,482,3
2407,223,494,1
2407,223,507,1
2407,223,516,1
2407,223,552,1
2407,223,560,2
2407,223,686,1
2407,223,691,1
2407,223,731,1
2407,223,764,1
2407,223,842,2
2407,223,862,1
2407,223,868,3
2407,223,957,1
2408,488,83,1
2408,488,113,1
2408,488,185,5
2408,488,333,2
2408,488,376,1
2408,488,400,1
2408,488,563,2
2408,488,796,1
2408,488,951,3
2409,486,35,1
2409,486,41,1
2409,486,82,1
2409,486,83,2
2409,486,201,2
2409,486,346,1
2409,486,466,1
2409,486,526,1
2409,486,640,1
2409,486,668,4
2409,486,843,3
2409,486,909,2
2410,543,75,2
2410,543,127,3
2410,543,144,1
2410,543,297,1
2410,543,361,1
2410,543,517,3
2410,543,520,2
2410,543,561,1
2410,543,565,1
2410,543,584,1
2410,543,637,1
2410,543,653,2
2410,543,701,1
2410,543,707,1
2410,543,730,4
2410,543,742,1
2410,543,750,1
2410,543,784,1
2410,543,814,2
2410,543,835,1
2410,543,848,1
2410,543,851,1
2410,543,875,2
2410,543,959,1
2410,543,996,1
2411,883,33,2
2411,883,35,3
2411,883,65,1
2411,883,92,1
2411,883,118,2
2411,883,119,1
2411,883,132,2
2411,883,156,1
2411,883,233,2
2411,883,248,2
2411,883,281,1
2411,883,285,2
2411,883,463,1
2411,883,566,1
2411,883,575,1
2411,883,623,2
2411,883,675,2
2411,883,756,1
2411,883,797,1
2411,883,799,1
2411,883,842,1
2411,883,851,1
2411,883,960,3
2411,883,972,1
2411,883,990,2
2412,512,53,2
2412,512,101,1
2412,512,132,2
2412,512,182,2
2412,512,204,3
2412,512,212,1
2412,512,347,3
2412,512,361,1
2412,512,395,2
2412,512,401,3
2412,512,550,2
2412,512,592,1
2412,512,677,1
2412,512,692,1
2412,512,697,3
2412,512,815,1
2412,512,861,3
2412,512,902,2
2412,512,942,1
2412,512,972,1
2413,442,90,3
2413,442,221,2
2413,442,234,1
2413,442,283,2
2413,442,343,2
2413,442,350,2
2413,442,369,2
2413,442,421,1
2413,442,489,1
2413,442,523,2
2413,442,576,1
2413,442,657,2
2413,442,857,3
2413,442,880,3
2413,442,895,1
2413,442,908,3
2414,152,21,1
2414,152,26,4
2414,152,36,1
2414,152,132,3
2414,152,156,3
2414,152,217,2
2414,152,261,1
2414,152,384,1
2414,152,505,2
2414,152,528,2
2414,152,618,2
2414,152,661,1
2414,152,758,5
2414,152,795,2
2414,152,835,2
2414,152,915,1
2415,608,142,1
2415,608,190,3
2415,608,430,1
2415,608,526,3
2415,608,666,1
2415,608,749,5
2415,608,797,1
2415,608,879,2
2415,608,889,3
2415,608,936,1
2415,608,960,1
2416,795,4,1
2416,795,21,1
2416,795,31,1
2416,795,159,1
2416,795,318,4
2416,795,403,2
2416,795,468,1
2416,795,471,2
2416,795,507,2
2416,795,522,2
2416,795,538,1
2416,795,539,2
2416,795,543,1
2416,795,566,1
2416,795,619,1
2416,795,678,2
2416,795,767,3
2416,795,808,1
2416,795,841,2
2416,795,845,1
2416,795,934,2
2416,795,945,3
2416,795,965,3
2416,795,974,2
2417,632,69,1
2417,632,106,3
2417,632,131,1
2417,632,221,1
2417,632,258,2
2417,632,295,1
2417,632,316,2
2417,632,350,2
2417,632,444,3
2417,632,577,1
2417,632,599,2
2417,632,626,2
2417,632,726,2
2417,632,832,2
2417,632,918,1
2418,503,67,2
2418,503,119,1
2418,503,226,1
2418,503,290,1
2418,503,323,2
2418,503,326,2
2418,503,355,1
2418,503,369,2
2418,503,445,1
2418,503,490,1
2418,503,502,2
2418,503,519,1
2418,503,619,1
2418,503,751,2
2418,503,938,1
2418,503,943,1
2419,156,85,1
2419,156,102,1
2419,156,107,2
2419,156,165,2
2419,156,181,1
2419,156,407,3
2419,156,448,1
2419,156,504,2
2419,156,533,1
2419,156,648,1
2419,156,664,1
2419,156,689,1
2419,156,744,2
2419,156,876,2
2419,156,957,1
2419,156,989,1
2420,74,124,1
2420,74,126,1
2420,74,212,2
2420,74,307,2
2420,74,541,1
2420,74,564,1
2420,74,605,1
2420,74,642,2
2420,74,669,2
2420,74,704,2
2420,74,840,1
2420,74,845,2
2420,74,846,1
2420,74,924,1
2421,413,59,1
2421,413,134,1
2421,413,159,3
2421,413,252,2
2421,413,261,1
2421,413,287,3
2421,413,333,2
2421,413,397,2
2421,413,470,3
2421,413,528,1
2421,413,669,2
2421,413,695,2
2421,413,792,3
2421,413,875,1
2421,413,885,1
2422,576,26,1
2422,576,48,2
2422,576,70,1
2422,576,176,1
2422,576,209,1
2422,576,229,1
2422,576,313,1
2422,576,333,1
2422,576,391,1
2422,576,394,1
2422,576,403,2
2422,576,422,1
2422,576,447,1
2422,576,553,1
2422,576,698,2
2422,576,724,1
2422,576,795,2
2422,576,804,2
2422,576,832,1
2423,447,93,1
2423,447,177,1
2423,447,185,3
2423,447,242,1
2423,447,283,2
2423,447,302,1
2423,447,355,2
2423,447,358,1
2423,447,396,1
2423,447,517,2
2423,447,528,2
2423,447,536,1
2423,447,549,2
2423,447,566,3
2423,447,604,2
2423,447,772,2
2424,428,36,2
2424,428,47,1
2424,428,159,1
2424,428,301,1
2424,428,376,2
2424,428,400,1
2424,428,479,1
2424,428,488,1
2424,428,490,2
2424,428,511,1
2424,428,580,3
2424,428,665,2
2424,428,718,1
2424,428,772,1
2424,428,778,3
2424,428,811,2
2424,428,925,1
2424,428,944,2
2424,428,969,1
2425,269,73,3
2425,269,80,1
2425,269,213,1
2425,269,264,2
2425,269,399,1
2425,269,502,1
2425,269,518,2
2425,269,543,1
2425,269,578,2
2425,269,587,2
2425,269,671,2
2425,269,674,2
2425,269,713,1
2425,269,716,2
2425,269,722,1
2425,269,758,2
2425,269,766,2
2425,269,877,1
2425,269,917,3
2425,269,930,1
2425,269,961,3
2425,269,984,1
2425,269,1000,1
2426,318,23,2
2426,318,156,1
2426,318,162,2
2426,318,179,1
2426,318,222,2
2426,318,386,1
2426,318,543,2
2426,318,620,1
2426,318,778,3
2426,318,794,1
2426,318,837,2
2426,318,975,2
2427,819,2,5
2427,819,8,1
2427,819,21,3
2427,819,26,1
2427,819,56,2
2427,819,62,2
2427,819,95,2
2427,819,138,1
2427,819,171,1
2427,819,224,2
2427,819,231,1
2427,819,481,1
2427,819,519,2
2427,819,576,1
2427,819,578,2
2427,819,611,1
2427,819,689,1
2427,819,806,2
2428,51,15,1
2428,51,45,3
2428,51,59,1
2428,51,82,2
2428,51,94,2
2428,51,132,2
2428,51,195,2
2428,51,280,1
2428,51,304,1
2428,51,348,1
2428,51,494,2
2428,51,543,2
2428,51,582,3
2428,51,627,2
2428,51,694,1
2428,51,700,4
2428,51,722,1
2428,51,752,1
2428,51,805,2
2428,51,885,1
2428,51,921,1
2428,51,947,3
2429,475,84,1
2429,475,197,1
2429,475,231,2
2429,475,283,2
2429,475,300,2
2429,475,394,1
2429,475,476,1
2429,475,492,1
2429,475,542,2
2429,475,561,2
2429,475,585,2
2429,475,690,1
2429,475,778,1
2429,475,894,1
2429,475,925,2
2430,464,1,1
2430,464,75,1
2430,464,153,1
2430,464,158,1
2430,464,162,2
2430,464,227,2
2430,464,296,4
2430,464,317,1
2430,464,335,2
2430,464,400,2
2430,464,410,1
2430,464,430,2
2430,464,454,1
2430,464,545,2
2430,464,613,2
2430,464,652,4
2430,464,718,3
2430,464,764,2
2430,464,765,3
2430,464,892,1
2431,382,1,1
2431,382,42,1
2431,382,220,1
2431,382,363,2
2431,382,399,1
2431,382,486,1
2431,382,712,1
2431,382,736,1
2431,382,835,4
2431,382,959,3
2431,382,981,2
2432,713,38,1
2432,713,60,2
2432,713,92,2
2432,713,249,1
2432,713,370,5
2432,713,443,2
2432,713,447,2
2432,713,528,2
2432,713,565,1
2432,713,587,2
2432,713,628,2
2432,713,630,2
2432,713,705,2
2432,713,795,1
2432,713,805,1
2432,713,896,2
2432,713,910,4
2432,713,941,1
2432,713,943,3
2432,713,961,2
2433,706,23,1
2433,706,30,2
2433,706,127,1
2433,706,213,3
2433,706,226,1
2433,706,270,1
2433,706,310,1
2433,706,378,2
2433,706,430,2
2433,706,442,2
2433,706,495,1
2433,706,506,1
2433,706,520,3
2433,706,521,2
2433,706,577,1
2433,706,582,1
2433,706,648,1
2433,706,687,1
2433,706,695,2
2433,706,758,1
2433,706,765,1
2433,706,795,1
2433,706,797,1
2433,706,855,2
2433,706,878,1
2433,706,879,2
2434,679,56,2
2434,679,137,3
2434,679,193,2
2434,679,298,2
2434,679,352,2
2434,679,366,2
2434,679,407,2
2434,679,437,3
2434,679,468,4
2434,679,521,1
2434,679,594,1
2434,679,739,2
2434,679,854,1
2434,679,909,1
2435,222,73,1
2435,222,139,1
2435,222,195,1
2435,222,228,1
2435,222,322,2
2435,222,408,1
2435,222,766,1
2435,222,769,1
2435,222,955,1
2435,222,979,3
2436,332,15,3
2436,332,48,2
2436,332,85,2
2436,332,405,3
2436,332,547,3
2436,332,584,2
2436,332,674,2
2436,332,677,2
2436,332,697,1
2436,332,713,2
2436,332,716,1
2436,332,776,1
2436,332,888,1
2436,332,989,1
2437,237,32,1
2437,237,73,2
2437,237,78,2
2437,237,90,1
2437,237,196,3
2437,237,201,2
2437,237,294,3
2437,237,541,2
2437,237,554,3
2437,237,772,3
2437,237,776,1
2437,237,786,2
2437,237,889,1
2437,237,911,1
2437,237,935,1
2437,237,972,1
2438,860,19,1
2438,860,53,2
2438,860,56,2
2438,860,83,3
2438,860,118,1
2438,860,411,3
2438,860,481,2
2438,860,536,1
2438,860,584,2
2438,860,585,1
2438,860,668,2
2438,860,680,2
2438,860,756,2
2438,860,761,2
2438,860,776,1
2438,860,805,2
2438,860,879,1
2439,387,10,4
2439,387,75,2
2439,387,77,1
2439,387,136,1
2439,387,139,1
2439,387,197,1
2439,387,239,1
2439,387,243,3
2439,387,280,1
2439,387,358,4
2439,387,382,3
2439,387,421,3
2439,387,423,1
2439,387,481,3
2439,387,663,1
2439,387,664,3
2439,387,666,1
2439,387,691,1
2439,387,764,1
2439,387,791,1
2439,387,818,2
2439,387,874,1
2439,387,899,1
2440,526,71,1
2440,526,77,3
2440,526,92,2
2440,526,169,1
2440,526,280,2
2440,526,358,2
2440,526,361,2
2440,526,406,1
2440,526,664,1
2440,526,705,3
